Feature ID,BlankSub Mean 1000ppb_,BlankSub Mean 100ppb_,BlankSub Mean 10ppb_,BlankSub Mean 250ppb_,BlankSub Mean 500ppb_,BlankSub Mean D1S1_,BlankSub Mean D1S2_,BlankSub Mean D1S3_,BlankSub Mean D1S4_,BlankSub Mean D2S1_,BlankSub Mean D2S2_,BlankSub Mean D2S3_,BlankSub Mean D2S4_,BlankSub Mean D3S1_,BlankSub Mean D3S2_,BlankSub Mean D3S3_,BlankSub Mean D3S4_
3106,,,471.5581,,178.6282,,,,,,,,,,,,
3107,658.1588,,,,,,,,,,,,,,,,
3108,,,,,152.4738,,,,,,,,,,,,
3109,18149.389,2397.366,,8834.4222,11142.435,,,,,,,,,,,,
3110,,,,,,,405.9208,,,,,,,,,,
3111,46074.715,4065.1838,,,137.1865,,,,,,,,,,,,
3112,,,,,,,,,,,,,,,,,
3113,,,,,,1066.8216,,1067.8158,,,891.18,,,1505.3333,938.675,1058.3382,
3114,,,,153.6887,,,3273.1915,1220.7289,835.519,994.629,2925.722,,703.4232,1447.4422,3172.1719,3014.6695,1396.5756
3115,,,,,,,639.2669,939.3213,,,,,,,662.2244,829.3323,
3120,,,,,,,,,,,,,,,,,
3123,,,,,,,,,,,,,,165.4844,178.4062,335.9472,
3125,,,,,,,235.1966,,,,243.0201,,,,,299.3191,
3128,,,,,,,,290.2692,,,,,,390.7734,462.2675,501.9248,
3130,,1613.0466,2078.6998,,755.8621,,,,,,,,,,,,
3131,,,,,,132.5287,,157.3274,,,,,,192.5814,,210.1866,
3133,233.867,,,142.0059,,,,,,,,,,,,,
3134,,,,,54.2104,,,,,,,,,,,,
3135,,,,,222.9097,,,,,,,,,,,,
3138,,,,,183.2758,,,,,,,,,,,,
3139,,,,,,,692.7953,,,,,,,,,,
3140,1727.431,,,1549.2031,,1123.6084,,,,,,,,,,,
3141,,,,,,,925.0443,812.5086,,,803.7863,,,,683.033,702.7815,
3143,,,,,,,,,,,,,,,349.8885,,
3146,1752.6117,,,286.0145,900.7645,,,,,,,,,,,,
3148,,,,34295.8075,,,,,,,,,,,,,
3158,,,,,60.4671,,,,,,,,,,,,
3161,,,,,,,,,220.8407,153.943,,,,,,,
3162,,,,,,,,,,,,,,,274.3799,,
3163,,,,,,,,,,,,,,,,,
3168,,,191.6583,,111.7107,,,,,,,,,,,,
3172,122.6898,,,,,,,,,,,,,,,,
3174,,,84.7945,,,,,,,,,,,,,,
3180,2375.5276,307.7625,,,1389.7324,,,,,,,,,,,,
3182,,,,,,,,,,,,,,341.6512,,,
3184,,,,,,,,,,,,,,,203.2166,268.4196,
3186,1833.9708,,,601.9105,,,,,,,,,,,,,
3189,1697.5176,,,,1091.9937,,,,,,,,,,,,
3190,295069.8,31619.34,3776.2437,91617.7775,157542.22,,,,,,,,,,,,
3191,,,,,,,,,,,,,,,,,
3193,,,,,,,,,,,,,,,224.8745,,
3194,,,,,,,,,,,,,,,,,
3201,207.3074,,,,,,,,,,,,,,,,
3202,2032.6606,,,1121.3127,1333.998,,,,,,,,,,,,
3203,414.1531,51.2889,,145.996,236.2803,,,,,,,,,,,,
3205,,,,,,,,,,50.8085,,,,,,,
3207,,,,,,,,122.6013,,,,142.6787,,,137.409,,
3208,,,,,,,392.964,,,,,,,,,,
3209,,,,194.3833,561.1151,,,,,,,,,,,,
3219,,,,,,,,206.7859,,,,,,,,,
3220,5497.372,,,,2882.7258,,,,,,,,,,,,
3224,,,,,,,,,,,,,,1521.4929,1369.6725,1489.5456,
3226,,,459.1176,,,,,,,,,,,,,,
3229,,,,,,,,,,,,,,,141.0442,,
3233,27076.643,2436.6216,,7533.2962,14623.185,,,,,,,,,,,,
3234,,,,,,,,,,,238.6201,,,332.6218,277.6793,287.2889,
3237,,,,,,,325.9075,,,,360.1946,,,,461.678,219.1138,
3238,,,,,,539.6471,,,,498.6392,2712.0964,,783.1582,724.9353,868.879,,
3241,,,,,,,,,,,,,,,,,
3243,,,,,,,,,,,,,,,344.9879,,
3244,6058.167,,,1429.6251,3143.6519,,,,,,,,,,,,
3245,,,,,,361.0772,,,,,,,,543.4401,,,
3247,,,,,,,,,,,,,,,,414.5114,
3248,,,,,,,201.8726,,,,,,,,,,
3249,,,,,,,,,,,,,,,,74.2169,
3250,,,,,,113.587,,138.6571,66.3574,108.1185,590.3389,216.8499,165.9058,154.069,211.8872,271.2327,78.0966
3252,,751.7715,915.5506,,,,,,,,,,,,,,
3253,230.8983,,,,,,,,,,,,,,,,
3254,,177.5327,,,,,,,,,,,,,,,
3255,173.7242,,,,,,,,,,,,,,,,
3259,212.5115,,,,,,,,,,,,,,,,
3262,,,,,,,,,,2246.4985,4927.5271,,,912.7466,4022.1061,6275.03,
3263,,,,,,,,,,,1195.8734,699.2615,,,1082.733,1597.1506,
3264,17061.76,,238.7275,5238.4403,8910.625,,,,,,,,,,,,
3266,,,,,,,,,,,,127.3855,,,,,
3268,,,,,,,,537.5101,,,,,,,,,
3270,74.4987,,,,,,,,,,,,,,,,
3272,,,,,,,,,,,,,,638.3158,,379.5095,
3273,,,,,,,,,,,,,,,,166.992,
3281,,,,,,,,,,,1609.4956,1371.5985,,,,1368.2976,
3282,1205.4055,,,,641.8036,,,,,,,,,,,,
3285,,184.1722,,,,,,,,,,,,,,,
3286,,,,,,,,781.9086,,,,,,,,,
3288,,,,,,1598.2415,,,,,,,,,,2100.2568,
3289,,,,,,867.1388,,921.7942,449.0009,,,,,,,,
3290,,,,,,,6033.6634,2459.677,,943.1135,6244.1636,2340.7842,,698.0004,9005.3148,4505.6987,
3293,,,,,,,,,,,,,100.769,,,,
3296,,131.4041,,,,,,,,,,,,,,,
3297,,,,,,,,,,,,126.5581,,,,,
3301,1190.5773,,,377.8226,677.1588,,,,,,,,,,,,
3302,6068.0296,,,,3476.6596,,,,,,,,,,,,
3303,,,,,,176.002,,,,,,,,,,,
3312,,,,,,,,,,,,207.5382,,,,,
3314,,,,,,,246.2983,,,258.0459,,,,,627.7359,,
3315,,,,,,,,,,,253.7702,,,,,,
3318,144.7126,,,,,,,,,,,,,,,,
3319,1082.9358,,,,581.4977,,,,,,,,,,,,
3321,,,,,,,,71.088,,,,,,,,,
3322,,,,,,,,310.0593,,122.0234,,,,,,,
3323,,,,,,,,,,,381.3721,,,,,524.3103,
3324,,,,,,2048.2221,2178.1691,2395.0943,715.3751,833.1091,1156.2803,773.9217,,2763.6573,3189.2109,3660.991,753.3685
3325,106.1107,,,,62.6161,,,,,,,,,,,,
3326,411.9594,,,,242.6236,,,,,,,,,,,,
3329,22.7135,,,,,,,,,,,,1645.1945,,,,
3331,,,,,,,235.8255,236.973,,,93.5915,,,271.6496,223.8805,320.2838,
3334,,,,,,,,367.0516,,,,,,,,,
3335,,,,,,1789.0849,1439.689,1308.0559,,872.6146,1484.5709,884.0846,,3519.3828,3053.903,2526.3928,
3336,,528.9169,,,,,,,,,,,,,,,
3338,,,,,,1781.042,2051.3297,2321.5985,701.7094,651.2157,1093.9544,771.5842,,2380.4968,3052.8247,3277.9216,728.7542
3344,,,,,,,728.4962,,,,,,,,,340.7874,
3345,,,,,,1612.1335,1764.1415,1944.2128,1020.6561,,,,,561.6637,,602.0165,
3349,,,243.3481,,,,,,,,,,,,,,
3350,3112.4238,,,,1876.0876,,,,,,,,,,,,
3351,,,,,,,,,,,,,,386.6221,,,
3353,,,,,,,,,,,,,,,,,
3355,,,,,,558.0702,527.8806,756.3103,175.8413,247.2532,364.4497,257.9584,,834.5912,976.3138,979.2233,210.8683
3356,1345.65,,,,743.8688,,,,,,,,,,,,
3361,654.5817,,,,362.8776,,,,,,,,,,186.7752,,
3367,,,,,,,295.4381,,,,,,,,,,
3369,,,,,,,,1069.7638,,,1417.4786,1215.0516,,1109.3935,,1173.8852,
3370,,,,,,,,,,,,,751.7554,,,,
3371,,,,,,,923.0666,,,,,,,,,,
3373,469.4125,,,,311.1098,,,,,,,,,,,,
3378,,,,,,,,,,,,,,85.8047,,,
3379,545.0471,,,,307.7657,,,,,,,,,,,,
3381,201.5266,,,,,,,,,,,,,,,,
3384,8.0586,,,,,,,,,,,,,,,,
3385,4879.925,,,1718.3509,2838.681,,,,,,,,,,,,
3386,,,,,,,,,,,,,,355.8363,327.2638,477.2672,
3389,,,,,,,775.2088,616.6398,,,780.9068,328.1806,,,517.7698,540.0755,
3392,,,,,,,,,,,511.6166,,,,,451.8622,
3393,1189.2013,157.771,,404.3757,692.7143,,,,,,,,,,,,
3399,1850.6326,,,,1040.5176,,,,,,,,,,,,
3404,,,,,,,,,,,,,,,,,
3405,13654.305,1436.0238,,4527.4431,7891.537,,,,,,,,,,,,
3406,,,,,,1075.3513,1176.7958,1295.7531,1110.4843,,,,,,,,
3407,,,,,,,,,,,,,,213.936,361.2822,512.0558,
3409,,,,,,,,,,,200.4752,,,,,,
3415,,,,,,,,414.2706,,,,,,,,,
3416,,,,,,,,,,,,,,,,,
3417,437.7248,,,,229.0495,,,,,,,,,,,,
3418,211.1857,,,,,,,,,,,,,,,,
3420,28917.072,2771.9912,,8235.4244,14899.427,,,,,,,,,,,,
3421,,,,,,6301.4189,,6933.4882,2625.1414,,,,,10328.011,8856.8028,9427.3338,
3422,,,,,,,,,,,,,,,,,
3423,,,,,,,,,,,277.4575,,,,,,
3427,,,,,,,,1487.1241,2842.6754,,,,,,,,
3428,,192.2805,,,159.5018,,,,,,,,,,,,
3430,206.5245,,,,,,,,,,,,,,,,
3432,54.2251,,,,,,,,,,,,,,,,
3433,,,,,,1010.2345,894.739,1179.5829,447.7061,,573.1124,369.4978,,1815.837,1596.7622,1638.0689,
3434,,,,,,,227.6807,,,98.2234,,,,,,,
3437,,,,,,,,181.6053,362.2886,,,,,,,,
3441,,,,,,,505.1863,,,,,,,,,,
3442,250.0476,,,,156.0702,,,,,,,,,,,,
3443,131.9475,,,,,,,,,,,,,,,,
3447,14913.347,,167.1374,4057.6918,7295.8916,,,,,,,,,,,,
3448,,,,,,,,,,,,,,,484.5504,602.2512,
3450,,,,,,,,,,,,,,283.0922,,,
3451,,,,,,104.9464,94.3098,,,,,47.0064,,,,,
3456,101.4868,,,,71.6041,,,,,,,,,,,,
3457,2257.7727,244.1302,,,1184.0718,,,,,,,,,,,,
3459,,,,,,243.2919,,283.6586,,256.7849,1223.5134,,,,,658.8435,
3461,,,,,,,,139.4641,,,,,,,,191.2826,
3463,,,293.1303,,,,,,,,,,,,,,
3464,,680.3441,785.3494,,,,,,,,,,,,,,
3468,312.6845,,,,,,,,,,,,,,,,
3469,29873.02,,385.5891,10484.8551,15927.389,,,,,,,,,,,,
3472,,182.6046,,,,,,,,,,,,,,,
3474,7452.719,670.9384,,2416.9567,3855.0935,,,,,,,,,,,,
3477,,,,,,,,,,,,435.7136,,,,990.874,
3479,,,,,74.309,,,,,,,,,,,,
3482,,,,,,,,842.9103,,,,,,,,,
3486,,,,,,,1821.3265,,,,,,,,,,
3487,,,,,,,,225.2651,,157.7817,285.5009,,,551.3155,446.5159,,
3489,,,,,92.2617,,,,,,,,,,,,
3491,,,,,,167.9102,,,170.2225,,,,,,,,
3494,,,219.5891,,165.7718,,,,,,,,,,,,
3495,,209.7467,,,,,,,,,,,,,,,
3502,,,,,,274.923,1144.4086,509.2532,,267.4908,1113.6789,481.6319,,324.7519,983.6493,1295.063,259.7445
3505,,,,,,2659.3013,3409.3361,8970.993,,840.9186,1173.6761,1666.2994,,6800.358,8120.4696,12832.794,
3508,,,,,,104.5555,,156.3734,,,,,,,,,
3510,549.3638,,,,,,,,,,,,,,,,
3511,6280.297,,,,4902.788,,,,,,,,,,,,
3515,,,,,,396.0613,,,,,,,,,,,
3516,,,,,,327.4208,403.489,,,,,,,,,,
3517,,,,,,,2176.7301,1688.4697,,,,,,,,,
3522,,,,,,,595.1807,257.9569,,,1004.8944,,,,482.8894,,
3524,,,757.8399,,,,,,,,,,,,,,
3526,,,,,,,,1475.7435,,,1943.4494,1704.4609,,1521.5919,1398.8015,1696.2075,
3527,10598.8007,,,3764.4998,5820.9371,,,,,,,,,,,,
3528,171887,16693.625,2147.2559,59239.308,81962.15,,,,,,,,,,,,
3529,,,,,,,204.2978,258.4838,,,,,,,,,
3531,,238.7982,,,,,,,,,,,,,,,
3533,,,,,154.5557,,,,,,,,,,,,
3534,2334.9731,,,550.2041,1930.0505,,,,,,,,,,,,
3535,,289.9463,350.5654,,224.5422,,,,,,,,,,,,
3544,,,,,,,,,,,,,,312.8295,,,
3546,,,,,,6155.0196,6362.2912,6604.9016,,,,,2005.3049,,,,
3547,,,,,,,,153.5895,165.7503,,,,134.1929,,,,
3549,,,,,,,1352.8669,,,,1622.6128,,,,1376.2261,,
3550,,,,,,,756.2469,572.6089,,,,,,,852.9811,1136.7906,
3556,,,323.8757,,,,,,,,,,,,,,
3558,76.7301,,,,83.6359,,,,,,,,,,,,
3559,814.7363,,,169.176,436.5119,,,,,,,,,,,,
3563,,,,,59.2732,,,,,,,,,,,,
3564,144.6632,,,,84.6912,,,,,,,,,,,,
3567,13691.307,1655.6313,,4657.5875,7859.389,,,,,,,,,,,,
3580,14080.781,1340.8062,,4024.3674,7428.1694,,,,,,,,,,,,
3581,,,,,,,1087.6675,,,,858.6358,,,,660.4979,,
3583,,,,,,1025.4213,1514.851,2030.3511,430.1191,316.672,396.9235,372.5628,208.7067,,678.524,1746.3334,
3584,,,,,,,,,435.567,,,,,,,,
3592,,,,,,,256.5414,419.593,103.0757,,,49.1862,,,,273.9544,47.9737
3593,,,,,,666.6403,854.1956,1414.3698,,,,,,1461.1057,1471.1375,1867.7889,
3595,10469.36,819.3241,,1984.4654,5977.962,,,,,,,,,,,,
3597,,,,,131.0141,,,,,,,,,,,,
3598,,,,,,,,,,,,,,,,,
3600,161133.47,15168.228,1285.7079,46614.6345,81979.805,,,,,,,,,,,,
3603,,,,,,,,,,488.831,,,,,,,
3606,2633.9104,163.3621,,423.9666,1263.3575,,,,,,,,,,,,
3607,,,,,,,,1105.0053,,,,,,,,,
3608,,,,,,,,,,,,,,,,,
3609,,,,,,,,,,,,,,1320.5022,,,
3610,,,,,,,,,,,,,,,,,
3614,3732.8875,,,888.7158,2045.4669,,,,,,,,,,,,
3615,1245.5834,,,,756.8009,,,,,,,,,,,,
3618,,,,,,,410.0343,,,,,,,,,,
3622,5877.337,,,848.7466,2733.2397,,,,,,,,,,,,
3624,,,,,,,,,,,,,,574.8699,,,
3626,,88.0081,,,,,,,,,,,,,,,
3628,238.1968,,,,282.5945,,,,,,,,,,,,
3629,718.9852,,,,,,,,,,,,,,,,
3632,2124.7954,,,,1083.2125,,,,,,,,,,,,
3635,,,,,,260.1333,,,,,,,,,,,
3636,,,,,,114.4627,578.7901,481.9923,,,630.042,254.7094,,,,,
3638,,,,,,,,1467.8091,,,,,,,,,
3639,232.773,169.2122,,209.5852,210.5437,,,,,,,,,,,,
3642,,,,,,,,,,,,,,,,210.9784,
3646,2319.4976,273.3068,,,,,,,,,,,,,,,
3651,98.2264,,,,,,,,,,,,,,,,
3652,,,,,,,,,,,,,,,,,
3655,542.9677,66.8131,,209.7139,314.7889,,,,,,,,,,,,
3656,,,,,,248.1406,1324.7181,633.0308,,,1208.4646,489.8459,,,1255.4896,1026.335,
3658,,,,,,739.8311,,,,,,,,,,,
3660,,,,,,5147.9608,6567.0026,7632.982,,,,,,,2345.5801,,
3667,,,,,,,,997.0566,,,1211.3591,1108.095,,,,1074.1684,
3670,,,,,,1240.2561,1593.3045,,,,101.9936,,,607.5269,544.1097,656.9226,
3674,,,,,146.2928,,,,,,,,,,,,
3676,180.4094,,,,,,,,,,,,,,,,
3678,,,,,,,,,,,,,,,,288.3171,
3679,,,,,,,893.5174,,,,,,,,,,
3683,,,,,,,,,,,703.0468,,,,,,
3686,,3863.9725,6829.6532,,1216.4142,,,,,,,,,,,,
3689,,,,,,583.2933,,,,,,,,,,,
3690,,,,,,3984.3343,4057.8129,4157.0873,,,1810.8789,983.2841,1379.8241,,,,755.5633
3692,,,,,80.6374,,,,,,,,,,,,
3695,,,,,,,,1126.6815,,,,,,,,,
3696,,,,,,1605.7253,7008.2578,3834.8107,,1724.7297,7424.6657,3305.0095,,1895.465,7530.5945,6387.2926,
3698,,,,,,1010.418,3077.2975,1741.2227,752.2484,1019.582,2683.7734,1275.4347,305.7761,1127.4915,2886.9632,3391.3308,836.243
3701,213.0091,,,,,,,,,,,,,,,,
3702,,,,,,,,,,,268.578,,,,,,
3703,,,,,,615.9739,801.1644,2207.3575,,,,328.615,,1588.2372,1974.9778,2824.182,
3704,,,,,,,1398.5827,670.7946,,224.3706,1470.4919,669.8589,,,1590.9882,1164.2405,
3706,,,,,,,685.9919,,,,681.9692,,,,,707.3888,
3708,,,,,,,,,,,,,,3940.4103,,,
3712,,,,,,,,,,,,,,,,219.3706,
3714,1454.991,,,,752.633,,,,,,,,,,,,
3717,,,,,,362.4412,,428.0916,,,,,,687.8359,619.7426,629.6615,
3720,350.4881,,,,166.5732,,,,,,,,,,,,
3721,,,,,,293.3939,,,,,,,,,,,
3724,9165.664,,,2757.896,5004.3774,,,,,,,,,,,,
3725,,,,,,4820.0735,5187.2871,5245.1465,,,2501.0543,,1712.5083,,,,
3728,534.119,,,,262.5256,,,,,,,,,,,,
3734,,,,,,175.7917,192.7708,199.7406,,,98.6619,,,,,,
3737,,,,,,1180.8275,1318.7926,1465.8666,739.4728,,,,,,,,
3741,,,,,,,,749.02,1576.3024,,,,,,,,
3742,,1338.3081,1670.9431,,,,,,,,,,,,,,
3745,256.0861,,,,,,,,,,,,,,,,
3748,150.3167,,,,121.6956,,,,,,,,,,,,
3750,1829.0319,,,,1090.647,,,,,,,,,,,,
3751,1800.1523,,,,1183.1697,,,,,,,,,,,,
3755,,,,,,435.7418,545.2839,746.6705,,,,,,,,448.6674,
3758,,,,,,,,,,,365.3472,,,,,,
3760,684.4833,,,,420.449,,,,,,,,,,,,
3763,,,,,,326.8246,,,,,,,,,,,
3766,,,,,,1286.0032,6160.1271,2348.6599,,1014.3719,4988.6355,866.8582,,970.2842,12165.3805,15740.5668,
3767,,,,,,,314.569,,,,,,,,213.7136,,
3770,,,,,,,117.3094,,,,173.165,,,,,,
3772,,,,,,181.473,1120.7874,435.4765,,,862.9415,,,,2306.3995,,
3773,,,,,,,,,,,,172.2989,,,,,
3775,,,292.413,,,,,,,,,,,,,,
3777,,,116.3061,,,,,,,,,,,,,,
3778,144087.28,14199.111,1854.3389,41047.5045,68273.68,,,,,,,,,,,,
3782,,,,,,953.1798,904.0392,997.1202,,,348.7709,,,474.0794,,,
3786,,,,,,1641.2245,,,,,,,,,,,
3787,,,,,,,,,,,,,,,,,74.3951
3790,,,,,,,,,,,,,,,,283.691,
3791,231.8913,,,,,,,,,,,,,,,,
3793,12209.692,,,3464.03,5887.551,,,,,,,,,,,,
3795,,,,,,1300.9796,1906.159,,,773.7094,,1787.0558,,,,2045.8905,
3804,,,,,,,,,,,185.8591,,,,,,
3808,894.6523,,,,661.5424,,,,,,,,,,,,
3809,5622.1655,614.9307,103.2896,1279.1502,3220.8093,,,,,,,,,,,,
3813,,,,,36.001,,,,,,,,,,,,
3815,5155.272,,,1167.1884,2797.316,,,,,,,,,,,,
3818,,,,,,,,,,417.5366,,,,,,,
3823,,,,,,,,,,,,,,,,,
3824,,,,48.9738,144.7953,,,,,,,,,,,,
3826,1890.1002,167.8966,,323.4341,978.496,,,,,,,,,,,,
3834,456.9843,,,,240.3109,,,,,,,,,,,,
3838,,,,,,,,,,,,,,,,1114.0861,
3842,,,,,835.2963,,,,,,,,,822.227,,,
3843,,,,,,,,139.0031,,,,,,140.5541,131.0922,,
3846,,,,,,,,,,,556.0276,,,1434.3708,1231.91,1330.4011,
3847,,,,,,,,,,,879.207,,,,,,
3848,,,283.7832,,,,,,,,,,,,,,
3850,,,,,,,688.9637,386.0725,,,492.2882,,,,660.2772,506.3287,
3852,,14459.478,19177.355,,5772.961,,,,,,,,,,,,
3854,,,,,,,1136.1485,,,,,,,,,,
3857,,,,,,179.8507,,393.8523,,,,,,,,,
3858,,3902.1638,5001.6174,,1524.1829,,,,,,,,,,,,
3863,202428.64,21194.281,2485.0007,57805.2852,115305.336,,,,,,,,,,,,
3864,,,,,301.2465,,,,,,,,,,,,
3865,2134.639,365.8713,,,1469.759,,,,,,,,,,,,
3866,,,,,,,,,,,,,,,,,
3870,,,,,,6562.0473,6723.7147,6906.7122,,,2821.1416,,,,,,
3872,,,,,,,823.1695,,,,,,,,,,
3876,94.9403,138.9958,,,,,,,,,,,,,,,
3878,,,,,,,,,,,,,,,,169.7627,
3879,594.1116,,,288.9974,371.3401,,,,,,,,,,,,
3880,148.2904,,,,,,,,,,,,,,,,
3883,17977.68,2621.5615,,5642.2331,11009.066,,,,,,,,,,,,
3884,1952.1487,,,,1113.8541,,,,,,,,,,,,
3886,,,769.1371,,,,,,,,,,,,,,
3889,,,,,,,,,,,,,,279.8331,,,
3892,5620.3755,599.0955,,1258.1623,3093.185,,,,,,,,,,,,
3894,521.9541,,,,,334.4165,,,,,,,,,,,
3895,376.6016,,,73.6778,,,,,,,,,,,,,
3898,1269.7917,,,,705.1888,1795.4562,2636.583,3905.8088,805.5477,467.7445,676.0412,608.2273,427.2514,418.3661,548.6663,2463.4817,
3902,,,,,,,551.3341,442.8591,,,,,,,,,
3903,,,,,,,,,,,185.1106,,,,,,
3906,,259.8339,245.3987,255.0016,,,,,,,,,,,,,
3908,,,,,,915.2904,4827.904,1838.9066,,,4054.4942,750.4865,,824.8657,10431.1667,13350.75,
3911,,,284.0872,,,385.4719,,408.0753,,,468.9469,407.5366,,473.8722,,533.7635,
3918,170.0642,,,,79.886,,,,,,,,,,,100.4402,
3920,,,,,,,,,,,,,,,,223.6812,
3926,511.1521,,,201.7542,294.8769,,,,,,,,,,,,
3928,,100.8549,,,,,,,,,,,,,,,
3932,,,,,,261.4872,,,,,,,,,,,
3939,82.0859,,,,,,,,,,,,,,,,
3940,,,,,,,803.9462,,,,748.2082,,,,577.0929,868.613,
3942,,,,,,,1495.7825,,,,,,,,1497.994,1784.2859,
3944,,,,,,528.2825,,976.1489,,,,,,,,1308.4163,
3947,,,,,,,,585.7126,965.4661,,,,,,,,
3949,,,,,,596.9575,714.0647,760.8105,,,1119.9914,903.5922,,820.0293,736.8918,855.4087,
3954,,,,,,,868.6567,263.5576,,,983.9555,297.0563,,,713.382,581.601,
3960,,,,,,,,,,,,,,,,,
3964,,165.3837,,,,,,,,,,,,,,,
3965,,,,,,,,,,259.9469,317.8965,,,,,,
3966,,,,,,,,,,,360.1471,277.1242,,,,,
3967,,,,,147.277,,,,,,,,,,,,
3971,,,,,,,855.1766,719.6297,,,,,,401.7511,,394.4812,
3974,,,1291.684,,,,,,,,,,,,,,
3975,558.622,,,,296.7086,,,,,,,,,,,,
3980,,,,,53.1428,,,,,,,,,,,,
3985,,,,,,6723.5367,6860.4797,7021.063,,,2894.1073,,,,,,
3988,240.7608,,,,102.6674,,,,,,,,,,,,
3992,,,,,,614.0158,3811.7815,1816.0651,,815.6101,5137.8417,1843.6405,,608.9151,4420.8045,3803.8996,171.9931
3993,,,,,,,592.0538,,,,553.3368,,,,476.8421,,
3997,,,,,,,,,,,,,,,,,
3998,,,,,,,,429.2424,,,1147.567,557.9207,,,,1736.8886,
4003,,,,,,,,,,,,59.6907,,27.8455,,256.2299,
4004,16405.059,1795.5337,227.75,3280.6759,9260.236,,,,,,,,,,,,
4009,1241.1237,,,,,,,,,,,,,,,,
4014,,,,,,6228.192,6437.3623,6703.6798,,,3078.4298,,,,,,
4018,406.9916,,,,,,,,,,,,,,,,
4020,708.7206,104.0398,,158.3895,435.7907,,,,,,,,,,,,
4023,,,,,,,,,,,,,,,144.3785,,
4026,730.0565,,,,,,,,,,,,,,,,
4027,,,,,,249.3322,256.2632,264.7787,,,101.2239,,72.7999,,,,
4028,,,1876.7341,,,3480.7833,3743.5611,3557.4465,1947.8332,2935.9084,3659.8385,3398.4036,,3709.2284,3838.0074,4788.9764,
4029,,,,,,,,595.5386,,,,,,,,,
4031,,,,,,,,643.9594,,,1137.254,557.4707,,,278.1039,1023.5931,
4034,213.9208,,,,74.92,,,,,,,,,,,,
4036,,,,,,906.3185,988.5234,970.7946,,751.5024,947.071,865.5827,,910.292,888.298,1231.766,
4039,,,,,,,,,,,,,,,,,
4041,,,,,,,365.5739,359.9636,,,,326.7923,,408.2131,,,
4042,4830.9004,,,674.9991,2687.3945,,,,,,,,,,,,
4043,,,,,,250.991,312.1351,435.5557,,179.9031,,345.653,192.2756,,157.4957,352.1168,
4044,222005.7,20119.73,2023.6737,55831.5465,112574.21,,,,,,,,,,,,
4045,,,,,,791.8058,1108.6998,1362.8176,296.6252,,,,,,,750.4891,
4046,,,,,,,,,,,,,,,,,
4052,,,,,,,487.3065,186.507,,,369.6504,,,,275.8241,518.6796,
4053,,,,,,,,,,,4472.8942,3698.979,,3321.7783,,,
4054,,,,,,,,217.9154,,,,,,,,,
4055,,,,,,,,,,,653.3109,,,,,,
4056,,,,,,,1258.4239,,,468.1944,,,,953.0979,792.145,717.9062,
4062,,,,,,,2159.6001,,,,1601.0518,1917.9239,,1965.4851,1976.9921,,
4063,,,,,,895.3342,1011.8568,1013.2937,423.8218,839.0502,1534.7109,1240.8052,,1099.6216,1001.1907,1284.1803,
4065,,,,,,,,1110.265,,,1563.9351,,,,,,
4067,,,,,,,,,,,,,,,403.2244,,
4070,,,,,,,490.2185,,,,,,,,,,
4072,,,,,,,225.0323,231.1427,,,352.0095,,,,,,
4074,19386.967,1640.551,,3880.3922,10021.401,,,,,,,,,,,,
4075,,,,,,,,,187.4338,,,,,,,,
4076,,,,,,,,,,,369.1818,,,,,,
4077,5148.812,418.689,,802.8776,2222.8818,,,,,,,,,,,,
4081,,,,,,440.3051,2771.0082,1275.7373,415.176,696.3194,2182.9285,971.6504,,817.4285,1898.7827,2768.1908,556.7298
4084,1563.5994,,,263.471,800.4246,,,,,,,,,,,,
4085,,,,,267.9097,,,,,,,,,,,,
4086,,,,,,,187.4675,,,,212.6381,,,,164.6862,394.8238,
4087,,,,,95.5842,,,,,,,,,,,,
4089,,,,,,,,354.6134,,,,,,428.7914,,,
4090,,,,,84.0471,,,,,,,,,,,,
4091,,600.9703,811.1014,,335.4888,,,,,,,,,,,,
4095,,110.9221,123.9009,,,,,,,,,,,,,,
4099,5742.0063,,,,2866.261,,,,,,,,,,,,
4104,5159.426,,,1029.42,2613.5376,,,,,,,,,,,,
4107,,,,,,,,,211.6754,,,,,,,,
4108,,,,,,320.087,411.0633,405.4927,226.7996,317.6202,,,,436.5333,478.9173,586.1898,
4110,,,,,,,,,,219.7807,1537.7881,,,,,708.6024,
4112,161.9782,,,,,,,,,,,,,,,,
4115,,,,,,,,,,,452.7705,128.1679,,,,182.0571,
4116,,410.2588,357.5177,,,,,,,,,,,,,,
4118,3786.318,,,,2198.476,,,,,,,,,,,,
4119,224735.94,19886.527,2226.6477,57132.804,112450.805,,,,,,,,,,,,
4121,,,881.5948,,,,,,,,,,,,,,
4124,,,,,,,317.1401,,,,,,,,,,
4126,,,,,34.4986,,,,,,,,,,,,
4127,,,,,,,,358.1236,,,,257.416,,,,410.0575,
4128,,,214.2596,,,,,,,,,,,,,,
4131,,,,,,,196.5137,,,,203.4753,,,,,,
4132,1192.5713,,,,765.3168,,,,,,,,,,,,
4134,,,,,,2158.9915,2665.1219,2236.0802,,,2281.811,1997.7182,,1975.8142,2351.745,3264.2223,
4135,791.0508,,,,,,,,,,,,,,,,
4136,,,,,,,,,,,,,,,318.6338,,
4139,341.6721,,,72.536,204.9366,,,,,,,,,,,,
4140,8039.3604,896.3577,153.9698,2789.6314,4751.4473,,,,,,119.8756,,,,,,
