Feature ID,BlankSub Mean 1000ppb_,BlankSub Mean 100ppb_,BlankSub Mean 10ppb_,BlankSub Mean 250ppb_,BlankSub Mean 500ppb_,BlankSub Mean D1S1_,BlankSub Mean D1S2_,BlankSub Mean D1S3_,BlankSub Mean D1S4_,BlankSub Mean D2S1_,BlankSub Mean D2S2_,BlankSub Mean D2S3_,BlankSub Mean D2S4_,BlankSub Mean D3S1_,BlankSub Mean D3S2_,BlankSub Mean D3S3_,BlankSub Mean D3S4_,BlankSub Mean Pooled_
3549,,,,,,,1353.8669,,,,1623.6128,,,,1377.2261,1224.5201,,470.8582
3550,,,,,,738.6036,757.2469,,,,551.6028,481.4117,,875.6704,853.9811,1137.7906,,405.2537
3551,,,,,,696.071,,831.5325,,,,,,,,960.8952,,
3553,947.8426,1097.5511,1059.0532,,1073.0732,,,,467.8001,,,,,,,,,
3555,,,,,,257.4992,,,194.1281,,420.9964,333.5717,,330.9215,314.6983,317.4676,,
5667,,,,,,,,,,,,465.5245,,,413.5608,,,
5668,,,,,,2458.4105,2042.2248,2524.8868,,,4001.5379,2829.18,,2846.6098,2509.0221,,,
3558,77.7301,,,,84.6359,,,,,,72.473,70.8634,77.4426,,80.4032,,,77.82
3559,794.8686,,,232.1904,416.6442,,,,,,,,,,,,,773.614
3560,,,,,,83.171,100.205,106.8656,,,,,,,79.6543,,,
3561,,,,,,,90.0783,,,,,,,,,,,
3563,,,,,60.2732,,,,,,,,,,,,,
3564,145.6632,,,,85.6912,,,,,,,,,,,,,
5669,,,,,,94.6212,,90.6141,,,,,,,,,,
3565,,,,,,,,,,,,,,,941.2512,,,
3567,13692.307,1656.6313,,4658.5875,7860.389,,,,,,,,,,,,,16635.5902
3568,,,,,,,,,,,,,,207.806,,,,
5670,,,,,,265.2463,,,,,,,,,,,,
5671,,,,,,,124.798,,,,,,,,155.29,200.0219,,
3572,,,,,,,,,,,,,,113.8512,,,,
3575,,,,,,,,,,,,,,,,,123.1342,
5672,,,,,,370.8354,,,437.4501,305.5493,,,,,,,,
5673,,,,,,,576.3014,,,,448.0782,291.0835,,695.2095,687.124,,,
5674,129.6892,,,,,,,,,,,,,,,,,
5675,,,,,297.644,,,,,,,,,,,,,577.1279
3579,,,,,,,,,,,,,,,,645.1627,,
3580,14081.781,1341.8062,,4025.3674,7429.1694,,,,,,,,,,,,,19588.1222
3581,,,,,,,1088.6675,,,,859.6358,,,,661.4979,,,
3583,,,,,,1025.4213,1514.851,2030.3511,,,,,,,678.524,1746.3334,,663.4355
3584,,,,,,,,,436.567,,,,,,,,,
3585,,,,,,,,,,,,,,,110.8314,,,
3586,,,,,,,1403.8461,,,,1071.978,,,,,,,
3587,,,,,,262.2254,,,,,472.8242,,,,,,,
3588,,643.6506,,,,489.854,,,642.0616,,389.202,,694.7793,,493.3147,,,
3590,,,,,,,,,,,,,,,,294.8077,,
3591,,,,,,,,,99.3549,,,,,,,,,
3592,,,,,,164.043,257.5414,420.593,,54.167,,50.1862,,,115.5783,274.9544,48.9737,121.8756
3593,,,,,,667.6403,855.1956,1415.3698,,,,,,1462.1057,1472.1375,1868.7889,,330.0889
3595,10470.36,820.3241,,2646.9538,5978.962,,,,,,,,,,,,,11106.2972
3596,,,,,,,426.497,,,,,,,,,,,
3597,,,,,132.0141,,,,,,,,,,,,,
5677,4158.569,,,1325.5053,2329.1409,,,,,,,,,,,,,6286.8135
3598,,,,,,,,,,,,,,,,,,1352.2832
3599,,,,,,,,251.2124,,,,,,,161.3564,,,
5678,11900.344,368.5283,,,5865.145,,,,,,,,,,,,,12836.1545
3600,161134.47,15169.228,1286.7079,46615.6345,81980.805,,,,,,,,,,,,,174696.2525
3601,,,,,,,,,,,,,,,220.7581,,,
5679,,,,,,1059.2939,1037.6126,937.5379,,947.6954,3508.8741,2337.321,,1921.2131,1796.2294,2316.4346,,505.3029
3603,,,,,,,,,,489.831,,,,,183.1444,452.2266,,
3606,2634.9104,164.3621,,566.2888,1264.3575,,,,,,,,,,,,,2300.581
3607,,,,,,,,1106.0053,,,,,,,,,,
3608,,,,,,,,,,,,,,,,,,229.5098
5681,1771.3857,,,,1211.1635,,,,,,,,,,,,,1067.7683
5682,,,,,,,,,,,286.2751,,,,,,,
3609,,,,,,,,997.0393,,,176.9089,,,1321.5022,,,,104.7249
3610,,,,,,,,,,,,,,,,,,499.7769
3611,,125.8991,,,,,,,,,,,,,,,,
3614,3733.8875,,,889.7158,2046.4669,,,,,,,,,,,,,3909.0799
3615,1246.5834,,,,757.8009,,,,,,,,,,,,,2194.5962
3618,,,,,,,411.0343,,,,,,,,,,,
3621,,,,,,224.9862,,,,,,,,,,,,
3622,5878.337,,,849.7466,2734.2397,,,,,,,,,,,,,6712.9454
5684,,,,,,,,,,,288.105,,,178.4816,,161.4544,,
3623,,,,,,,,247.9832,,,,,,411.5267,,,,
3624,,,,,,,,,,,,,,575.8699,,,,
5686,,740.9177,354.8462,453.9525,416.636,,265.8085,,515.2304,,275.2821,343.9545,402.5515,346.9035,,,,391.4802
3625,,,,,,,503.318,448.0466,,,,,,,,,,
3626,,89.0081,,,,,,,,,,,,,,,,
3627,,,,,,,,270.0638,,,,,,,,,,
3628,271.2383,,,,315.636,166.263,164.4077,155.5256,,,109.7417,,,123.3595,113.9534,135.2706,,
3629,719.9852,,,,,,,,,,,,,,,,,248.0081
3632,2125.7954,,,,1084.2125,,,,,,,,,,,,,1683.1446
5689,106.8224,,621.807,,98.0982,,186.0895,,,,172.9802,,,,211.4353,,107.9483,
3633,,,,,,,,,,,,,,267.4994,,280.0371,,
3635,,,,,,261.1333,279.6587,305.0418,180.5438,,,287.131,,,,,,232.946
3636,,,,,,115.4627,579.7901,482.9923,,,631.042,255.7094,,,,327.8065,,
3638,,,,,,,,1468.8091,,,,,,,,,,
3642,,,,,,,,,,,,,,,,211.9784,,
3645,594.6566,528.1155,423.9786,584.0499,645.7748,,,,,,,,,280.9867,,,,
3646,2320.4976,274.3068,,,,,,,,,,,,,,,,1824.3125
3647,,,,,,,,,,,260.206,,,,,226.0594,,
3648,,,,,,,,191.1621,,,,,,,,,,
3649,,,,,,,,,,,,,143.8598,,,,,
5690,262.9659,299.3785,,,276.4112,,,,,,,,,,,,,
3651,99.2264,,,,,,,,,,,,,,,,,
3652,,,,,,,,,,,,,,,,,,191.3598
3653,,,,,,,,,,,229.6029,,,,,,,
3655,543.9677,67.8131,,210.7139,315.7889,,,,,,,,,,,,,314.9823
3656,,,,,,249.1406,1325.7181,634.0308,,308.3506,1209.4646,490.8459,,,1256.4896,1027.335,,225.3293
3658,,,,,,740.8311,768.7307,640.6258,,,,,,,,166.5189,,
3660,,,,,,5148.9608,6568.0026,7633.982,136.9028,,,,,2573.9964,2346.5801,2736.0741,,1983.5467
3662,,,,,,,,,,,,230.6167,,,,,,
3663,,,,,,,,,,159.9698,,,,,,,,
3665,,,,535.639,,687.2993,658.9015,709.3295,716.9571,797.4548,696.5192,718.6031,767.5225,682.7501,732.7241,,680.505,663.8746
3667,,,,,,,980.0986,998.0566,1396.927,984.9677,1212.3591,1109.095,,,,1075.1684,,
3670,,,,,,1241.2561,1594.3045,1772.3059,,,102.9936,,,608.5269,545.1097,657.9226,,480.0755
3671,,,,,,,244.3057,,,,,210.0496,,,214.6776,,,
3674,,,,,147.2928,,,,,,,,,,,,,
3676,181.4094,,,,,,,,,,,,,,,,,
3678,,,,,,,132.1778,,,,,,,,,289.3171,,
3679,,,,,,812.4446,894.5174,873.7973,,283.8738,,,,622.0176,688.8518,611.453,,440.7319
5692,,,,,,,,180.4017,,,,180.2184,,,,,,
3682,,,,,,,,,,598.4936,1091.207,,,,,,,
3683,,,,,,,1120.1456,,,,704.0468,239.4368,,,,376.4416,,
3686,,3863.9725,6829.6532,,,,,,,,,,,,,,,
3687,,,,,,,,,,,,,,,52.3943,,,
3688,,,,,,,167.9755,,184.8952,172.6634,,184.5034,222.362,,,108.9702,218.7738,
3689,,,,,,584.2933,,,,,,,,,,,,
3690,,,,,,4066.9472,4140.4258,4239.7002,,,1893.4918,1065.897,1462.437,,,,838.1762,1404.8824
3692,,,,,81.6374,,,,,,,,,,,,,
5695,,,,,,283.0302,,,,,,,,,,,,
3694,,,,,,1595.5212,1912.065,,,,,,,,,,,
3695,,,,,,,,1127.6815,,,,,,,,,,
3696,,,,,,1606.7253,7009.2578,3835.8107,239.155,1725.7297,7425.6657,3306.0095,,1896.465,7531.5945,6388.2926,,1573.4584
3698,,,,,,1011.418,3078.2975,1742.2227,753.2484,1020.582,2684.7734,1276.4347,306.7761,1128.4915,2887.9632,3392.3308,837.243,1452.8294
3699,,,,,,114.2801,127.0601,130.933,98.8057,,83.7198,81.4551,90.9217,,55.6841,,144.2686,
3701,242.335,94.0368,106.341,,,,,,,,,,,,,,,293.6647
3702,,,,,,275.9983,,,,,269.578,,,,,,,
3703,,,,,,616.9739,802.1644,2208.3575,,,198.5133,329.615,,1589.2372,1975.9778,2825.182,,411.2019
3704,,,,,,123.5952,1399.5827,671.7946,,225.3706,1471.4919,670.8589,,,1591.9882,1165.2405,24.165,182.8088
3705,,,,,,146.7826,,,,,,,,,,,,
3706,,,,,,606.6172,686.9919,,,338.4682,682.9692,377.9216,,,656.4333,708.3888,,
3707,,,,,,,,,,,,,,261.6473,,,,
3708,,,,,,,,,,,1476.1634,1043.2588,,3941.4103,,3580.1358,,
3712,,,,,,,,,,,,,,,,220.3706,,
3713,,,129.3599,,,,,,,,,,,,,,,
3714,1455.991,,,,753.633,,,,,,,,,,,,,1662.2938
3716,,,,,,,,,,,177.6781,,,,,,,
3717,,,,,,363.4412,312.0265,429.0916,160.6856,,,,,688.8359,620.7426,630.6615,,
3718,,,,,,,,,,,,,,,155.3815,,,
3719,,,,,,,,,,,,,,144.3716,,,,
3720,351.4881,,,,167.5732,,,,,,,,,,,,,405.056
3721,,,,,,294.3939,438.0176,273.3026,,,,,,,,,,
5700,,,,,,,,354.643,,,,,,,,,,
3724,9166.664,,,2758.896,5005.3774,,,,,,,,,,,,,13229.1205
5701,288.3217,,,,119.9726,,,,,,,,,,,,,349.2587
3725,,,,,,5169.5021,5536.7157,5594.5751,1287.9806,,2850.4829,1501.6664,2061.9369,,969.4551,975.501,1314.5127,1873.9633
3726,,,,,,,,,,,,,,,,296.9403,,
3727,,,,,,,,,207.2887,,,,,,,,,
3728,535.119,,,,263.5256,,,,,,,,,,,,,
5703,61.6226,108.6834,,59.8244,79.4891,78.5586,,86.243,,,67.5132,78.0649,66.8685,116.0066,,,58.6805,70.0066
3729,179.0688,,118.4291,,,,,,,115.1742,,,,,,,,
5705,,424.3639,359.0955,,,,,,,,,,,,,,,
3734,,,,,,176.7917,193.7708,200.7406,,,99.6619,57.4448,,,,44.9754,,
3737,,,,,,1181.8275,1319.7926,1466.8666,740.4728,,,,,,,,,
3738,,,,,,,,,,,,,,165.847,,,,
3739,,,,,,,,,145.0522,,,141.2052,,,,,,
3741,,,,,,,,750.02,1577.3024,,,,,,,,,
3742,,1339.3081,1671.9431,,,,,,,,,,,,,,,
3745,257.0861,,,,,,,,,,,,,,,,,
3746,,,,,,,,452.1001,,,,,,,,,,
5707,29041.871,,,1639.2204,9582.217,,,,,,,,,,,,,18322.6675
5708,5884.7935,,,1419.9691,2906.1953,2093.6525,1442.3467,2613.438,,652.5925,1087.7409,853.8534,,1455.7142,1353.4031,1446.6758,,6940.757
3748,151.3167,,,,122.6956,,,,,,,,,,,,,
3750,1830.0319,,,,1091.647,,,,,,,,,,,,,3064.0331
3751,1801.1523,,,,1184.1697,,,,,,,,,,,,,
5709,,,,,,,,145.9273,,,,,,,,,,
3754,,,,,,,,,,,,,,,146.2935,,,
3755,,,,,,436.7418,546.2839,747.6705,,,,,,,,449.6674,,266.0667
3757,,,,,,304.055,874.6836,,,,,,,238.2681,,,,
3758,,,,,,,,,,,366.3472,282.1843,,288.7735,,344.5414,,
5711,5765.037,,,1351.8721,2779.4966,2045.1578,1412.9286,2526.521,984.9863,631.0028,1080.3612,825.8792,187.8301,1388.0264,1328.2081,1364.6219,,6768.0964
3760,685.4833,,,,421.449,,,,,,,,,,,,,
3761,,,,,,,388.6115,441.6263,,,,,,,,,,
3762,,,,,,,,626.8418,,,,,,,,,,
3763,,,,,,327.8246,331.1433,396.1432,,,,,,,331.403,382.37,,
3764,,,,,,,,,,137.8995,348.393,,,260.4384,,,,
3766,,,,,,1162.7641,6036.888,2225.4208,,891.1328,4865.3964,743.6191,,847.0451,12042.1414,15617.3277,,3417.9937
3767,,,,,,,315.569,,,,,,,,214.7136,321.1169,,
3770,,,,,,,118.3094,,,,174.165,153.4565,,,,147.7736,,
3772,,,,,,,1099.5025,414.1916,,,841.6566,,,,2285.1146,2811.0619,,632.9811
3774,,,,,,,154.5327,,169.0132,,145.0179,,156.6194,128.038,139.3294,,,
3775,,306.0652,363.6894,,270.5211,,,,,,,,,,,,,
3776,,,,,,184.2566,,,,,363.6477,266.5631,,,,252.1722,,
5714,,,,,,,,,,,,,,,,1165.1174,,
5716,1921.5157,,,,940.0183,669.7968,477.7839,779.3234,,,346.5764,263.561,,429.3145,445.1346,465.6397,,2335.6431
3777,,,117.3061,,,,,,,,,,,,,,,
3778,144088.28,14200.111,1855.3389,41048.5045,68274.68,,,,,,,,,,,,,159617.765
3782,,,,,,954.1798,905.0392,998.1202,,,349.7709,,,475.0794,,534.6708,,361.4106
3783,,,,,,,147.0126,,,,148.2036,,,,,,,
3784,,,,,,,1051.5545,,,,,,,,,,697.4075,
3786,,,,,,1642.2245,,,,,,,,,,,,
3787,,,,,,,,,,,72.8368,,87.9115,,,,75.3951,
3788,,,151.356,148.0516,,,,,,,,,166.9401,124.4675,,,,
3790,,,,,,,,338.3635,,,303.2547,262.7986,,289.5243,279.2335,284.691,,
3791,232.8913,,,,,,,,,,,,,,,,,
5719,,,624.3578,,616.2696,,,,663.8549,770.3852,,,,,,,,
3793,12210.692,,,3465.03,5888.551,,,,,,,,,,,,,13721.5062
3794,,,,,,,,,262.5599,,,,,,,,,
3795,,,,,,1301.9796,,2161.3138,,774.7094,2060.151,1788.0558,,,,2046.8905,,1177.5336
3796,,,,,,,167.9042,,,,,,,,,,,
5721,182.0248,,195.8081,,199.206,,188.8412,193.5688,194.5737,209.5281,170.76,201.438,,,177.6678,183.5518,,
5722,,,,,,,618.2208,876.0108,,,1149.1402,1007.3284,,801.2987,763.6408,953.8527,,
5723,632.8076,,662.1581,,,,,672.5916,,,,661.0085,,675.0323,,,,
5724,6869.82,658.1916,,,3530.4124,,,,,,,,,,,,,6910.6481
3801,,,,,,,255.2588,,,,237.1999,,,,,,,
5727,1665.9749,154.6572,,430.0672,819.4175,,,,,,,,,,,,,1666.4992
5728,,,,,,1327.1879,,,,,,,,,,,,
3803,,,,,,188.6426,,,,,,,,,,,249.6216,
3804,,,,,,,,,,,186.8591,149.3658,,,,159.7813,,
5729,,,,,,239.5482,209.2674,,,,390.6065,,,271.7481,256.771,,,
5730,184.8969,,189.3369,,,183.7843,201.7491,191.8303,,,,,209.4021,,208.9248,221.0892,,189.9812
5731,13020.456,1243.3192,,3522.4959,6575.194,,,,,,,,,,,,,13824.6806
3808,895.6523,,,,662.5424,,,,,,,,,,,,,688.2883
3809,5623.1655,615.9307,104.2896,1280.1502,3221.8093,,,,,,,,,,,,,10025.4843
5733,262.3408,,,,,,,,,,,,,,,,,
3813,,,,,37.001,,,,,,,,,,,,,155.7223
3814,,,,,,,,,,169.2018,,,,182.5439,,,,
5734,4210.9634,341.4983,,1027.4289,2139.8801,,,,,,,,,,,,,4170.5967
3815,5156.272,,,1168.1884,2798.316,,,,,,,,,,,,,8617.1818
3817,,,,,,,,,138.7135,,,,238.6642,,,,,
3818,,,,,,,,,,418.5366,,447.3704,,,430.1096,716.9772,,
5735,140.7848,151.4349,,,,,,,,,,,,,,,,
5736,11168.357,,,,5780.706,,,,,,,,,,,,,12295.9838
3823,,,,,,405.0278,,,,,,,,,,,,175.3191
3824,,,,49.9738,145.7953,,,,,,,,,,,,,294.1798
3825,,,,,,,264.3044,,,,,,,,,,,
5737,1536.7778,,,386.5955,674.3652,,,,,,,,,,,,,1480.639
3826,1891.1002,168.8966,,432.2454,979.496,,,,,,,,,,,,,3109.4821
3827,,,,,,,1150.664,,,,,,,,,,518.7309,
3831,,,,,,,232.0161,,,,151.7806,,,,,,,
3832,,,,,,120.0674,,,,,197.2038,169.6233,,,,,,
5738,,,,,,1896.6356,1619.0892,2436.5428,,,1093.6997,,,2014.9897,1966.1177,2247.1874,,
3833,,,,,,,,,,,,,,302.6939,293.6427,326.2466,,
3834,457.9843,,,,241.3109,,,,,,,,,,,,,551.4724
3835,,,,,,,,,144.7804,,,,,,,,,
3836,,111.0959,,,,,,,,,,,,,,,,
3838,,,,,,,,,,,,,,,,1115.0861,,
3839,,,,,,,,,,,230.5937,183.976,,,,,,
3841,,,,,,,,,,,,,,414.3618,,,,
5739,691.4506,,,620.969,613.6505,,,,282.7932,,,,249.4843,,266.9426,,244.2638,508.0892
3842,740.1545,766.1321,608.4462,,950.0782,,,873.7056,756.3486,784.0144,,,413.9447,937.0089,867.7694,728.872,,
3843,,,,,,,,140.0031,,,120.7866,,164.5393,141.5541,132.0922,,,
3846,,,,,,,,907.3226,,,557.0276,516.4086,,1435.3708,1232.91,1331.4011,,
3847,,,,,,,,,,296.583,880.207,,,,,951.2199,,
3850,,,,,,,689.9637,387.0725,,,493.2882,,,,661.2772,507.3287,,166.6882
3852,,,19177.355,,,,,,,,,,,,,,,
5741,,,,,,125.1942,,172.6581,,33.5017,73.9448,,,,135.0298,156.9476,,
3854,,,,,,,1137.1485,914.9185,,,,284.292,,,,547.3473,,
5742,,117.1407,,164.6612,131.2066,,,,62.0843,,,,,,,,61.4253,
3856,,,308.0688,,257.5169,,,,,,,,,,,,278.7944,
3857,,,,,,180.8507,265.6176,394.8523,,,,,,,,266.1232,,133.9568
3858,,,5001.6174,,,,,,,,,,,,,,,
3860,,,,,,,,,,,313.9954,,,,,,,
5743,,,,,,,245.0803,,,,,,,,,,,
3861,,,,,,,3452.6864,,,,,,,,1194.5465,1121.5104,,
3863,202429.64,21195.281,2486.0007,57806.2852,115306.336,,,,,,,,,,,,,221141.3875
5744,,,,224.6217,219.151,,,,,,,,100.5121,,,,105.1164,172.7458
3864,351.9856,,228.7643,,369.8769,,,,,,,,,,,,,
3865,2135.639,366.8713,,,1470.759,,,,,,,,,,,,,2155.0486
5747,,,,,,,,,,,,,,,,,,278.4384
3866,,,,,,,,,,,,,,,,,,980.0757
3869,,,,,,,458.4644,,,281.8263,,,,,,1351.1983,,
3870,,,,,,6563.0473,6724.7147,6907.7122,,,2822.1416,,,,,,,2025.6004
3871,,,,,,,,,,,,,,368.6016,,,,
3872,,,,,,691.5782,824.1695,890.1286,,,,,,,,909.8459,484.1686,
3876,95.9403,139.9958,,,,,,,,,,,,,,,,
3878,,,,,,,,304.8252,,,,,,179.5005,,170.7627,,157.3197
3879,595.1116,,,289.9974,372.3401,,,,,,,,,,,,,415.4354
3880,149.2904,,,,,,,,,,,,,,,,,195.0784
3882,,,,,,,,,,,223.7797,171.9175,,,,195.9019,,
3883,17978.68,2622.5615,,5643.2331,11010.066,,,,,,,,,,,,,20046.956
3884,1953.1487,,,,1114.8541,,,,,,,,,,,,,3052.0861
3885,,,,,,242.9599,216.7798,,,,,181.2748,,,,205.6353,,
3886,,,875.3301,,,,,,537.1816,,,,535.2251,,,,,
3889,,,,,,,,,,,248.4398,239.2163,,280.8331,,336.422,,128.7337
3890,,,,,,,113.4574,380.6094,,,,,,,,113.2158,,
3892,5621.3755,600.0955,,1259.1623,3094.185,,,,,,,,,,,,,10346.0368
3894,522.9541,,,,,335.4165,,,179.9584,,,,,253.1784,,,,830.6548
3895,377.6016,,,99.2371,,,,,,,,,,,,,,621.1962
5749,,,,,,,,172.5755,135.2375,112.9698,,,,428.7541,105.8552,,,
3898,1230.4774,,,,,1756.1419,2597.2687,3866.4945,766.2334,,,,,,,2424.1674,,4131.9203
5751,,,,,,,,,,,,,,1912.9042,,,,
3902,,,,,,161.4006,552.3341,443.8591,,,,,,,,,,
5752,,,,,,850.2085,778.5419,1062.2335,,744.3506,1404.0005,1299.7228,,1046.5531,906.8374,1244.2519,,
5753,,,,,,,,,,,,,,1555.8159,,,,
5754,,,326.0995,,,,,,,,,,,,,,,
3903,,,,,,,,453.4456,,,186.1106,,,,,,,799.3691
3904,,,,,,,424.799,,,,,,,,,,,
5755,11884.811,1162.9711,,3364.5751,6179.5063,,,,,,,,,,,,,12731.0345
3908,,,,,,,4732.1277,1743.1303,,,3958.7179,,,,10335.3904,13254.9737,,2866.3948
3909,,,,,,,,,,,,146.453,,231.3267,168.9546,,,
3911,,259.7204,320.0798,,,421.4645,466.2614,444.0679,,,504.9395,443.5292,,509.8648,555.0294,569.7561,,348.3179
3913,122.3549,,,,,,,,,,,164.8745,,,,,,
5756,,,,,,,,,,,,,,819.9543,,,,
3915,,174.9104,147.932,,250.9368,,,,,,,,,,,,,
5758,,,,,,,,196.8444,,,,,,,182.031,,,
3918,171.0642,,,,80.886,115.0524,,126.3356,,,,,,94.182,,101.4402,,268.7494
3919,,,,,,,650.6138,,,,,,,,516.1186,529.6146,,
3920,,,,,,,217.7537,,,,207.0698,,,,,224.6812,,
5760,,171.7639,,,,,,,,,,,,,,,,
3922,,,,,,,,,,,,,,184.9201,,153.2778,,
3924,,,,,,,410.9022,,,,,,,,,,,
3926,512.1521,,,202.7542,295.8769,,,,,,,,,,,,,289.6591
3927,,,,,,538.1119,,,,,,,,,,,,
3928,,101.8549,,,,122.9538,,,,,,,,,,,,
3931,,,,,,,,,,,,,157.2539,,,,,
3932,,,,,,262.4872,426.7743,343.8334,,,,,,,,,,
3939,83.0859,,,,,,,,,,,,,,,,,
3940,,,,,,208.8444,804.9462,,,118.8783,749.2082,,,,578.0929,869.613,,197.3508
3942,,,,,,,1496.7825,1470.319,,1119.6602,2332.2772,1764.7985,,1720.5962,1498.994,1785.2859,90.669,836.6725
3943,,,,,,,,,,117.7978,,,,,,,,
3944,,,,,,529.2825,,977.1489,,,,,,760.0474,976.0905,1309.4163,,363.8231
3947,,,,,,,,586.7126,966.4661,,,,,,,,,
3948,,,,,,,,,,,172.049,,,,,,,
3949,,,,,,597.9575,715.0647,761.8105,,612.6506,1120.9914,904.5922,,821.0293,737.8918,856.4087,,
3952,,,,,,,,293.316,,,,,,,,,,
3954,,,,,,,869.6567,264.5576,,,984.9555,298.0563,,,714.382,582.601,,
3956,,,,,,639.6999,,,,,,,,920.9442,,,,
3958,,,,,,,,,,,,,467.4144,,,,,
3960,,,,,,2596.6521,,3113.9128,,,,,,1839.7434,,,,1304.1815
3964,,166.3837,,,,,,112.6011,,,,,,,,,,
3965,,,,,,289.2375,277.9139,,,260.9469,318.8965,,,239.7135,,,,
3966,,,,,,,,,,,361.1471,278.1242,,,253.9072,261.1826,,
3967,,,,,148.277,,,,,,,,,,,,,
3971,,,,,,725.5499,856.1766,720.6297,,,577.9436,,,402.7511,454.6415,395.4812,,316.0145
3972,,,,,,278.4817,,285.7186,252.2154,,,,,,226.6982,,,
3975,559.622,,,,297.7086,,,,,,,,,,,,,
5764,141.4727,,358.3197,,172.1916,,,,,,,,,,,,,
3978,,,,,,,,,123.8824,,,,,,,,,
3979,,,,,,,108.6506,,,,,,,93.9474,,,,
3980,,,,,54.1428,,,,,,,,,,,,,
3983,,,,,,,,,,150.9016,,,,,,,,
3984,,42.6526,49.3376,,,,,,,,,,,,,,,
3985,,,,,,6724.5367,6861.4797,7022.063,,,2895.1073,,,,,,,2084.9687
3986,,,,,,69.2308,,53.4789,61.4807,,,,49.3825,,60.4365,,,
3987,,,,,,,82.4461,,,,,,,,,,,
3988,241.7608,,,,103.6674,,,,,,,,,,,,,
3992,,,,,,615.0158,3812.7815,1817.0651,166.189,816.6101,5138.8417,1844.6405,,609.9151,4421.8045,3804.8996,172.9931,836.3897
3993,,,,,,,593.0538,,,,554.3368,,,,477.8421,,,
3995,,,,,,,,,229.6347,,,193.3158,,,,,,
3996,,,,,,,,,,,,,,,,159.97,,
5768,,,,,,,,,,,,,,,,,,211.4628
3997,,,,,,,,,,,,,,,,,,613.1818
3998,,,,,,249.4906,,430.2424,,534.8724,1148.567,558.9207,,,1196.2015,1737.8886,,443.5283
5769,327.1162,,,,,,,,,,,,,,,,,378.3058
4001,130.7011,162.2983,205.3098,,172.1374,,,,,,,,,,,,,
4003,,,,,,,73.7271,,,76.7901,161.449,60.6907,,,185.9194,257.2299,,
4004,16406.059,1796.5337,228.75,3281.6759,9261.236,,,,,,,,,,,,,35070.6702
5770,11194.121,1241.4562,117.1107,3601.0216,6505.034,,,,,,,,,,,139.3574,,19783.345
5771,,,,,,424.1401,,,,,692.7142,642.8226,,507.3794,410.6006,594.0054,,
4006,,,,,,266.759,,,,,,167.1839,,317.7722,333.1442,,,
4007,,,,,,,176.1542,,,,,,,,,,,
4009,1242.1237,,,,,,,,,,,,,,,,,
4010,132.4226,,,,138.1389,330.0537,,,297.9406,,258.2497,305.8339,233.8672,,215.7909,217.3136,276.6687,
4012,,,,,,,,,,,,,,,243.9883,,,
4013,,,,,,,,,,,,,,,578.2724,,,
4014,,,,,,6229.192,6438.3623,6704.6798,,,3079.4298,,,,,,,2257.5218
4016,,,,,,172.2638,,,,,,,,,,,,
4018,407.9916,,,,,,,,,,81.9135,,,,,,,236.8231
4020,709.7206,105.0398,,159.3895,436.7907,,,,,,,,,,,,,1595.616
4021,559.9337,391.8625,369.5556,,537.7037,,524.6473,296.2591,390.1833,363.1774,369.7804,331.303,389.7812,420.5872,,585.1644,,
4023,,,,,,,141.0491,,,,,,,121.1085,145.3785,,,
4025,,,,,,,578.0652,468.1511,,,,,,,,538.1203,,
4026,731.0565,,,,,,,,,,,,,,,,,
5777,11980,1153.4777,,3192.0058,5980.2993,,,,,,,,,,,,,13082.3805
4027,,,,,,262.0044,268.9354,277.4509,55.4812,,113.8961,,85.4721,,,50.7692,,
5778,,,,,,2386.6977,2261.465,2389.8478,2150.3914,2467.3709,2027.4697,2287.9387,,2506.1041,2359.9788,2338.9928,,
4029,,,,,,,,596.5386,,,,,,,,,,
4031,,,,,,,629.3228,644.9594,,,1138.254,558.4707,,,279.1039,1024.5931,,
4034,214.9208,,,,75.92,,,,,,,,,,136.0012,,,159.2364
4039,,,,,,,,,,148.828,,,,,,,,180.9015
4040,,,,,,,,,,,,292.4132,,,,240.5353,,
5779,,84.3832,,,82.217,205.4657,197.3205,217.2305,,,174.2202,248.7097,132.1691,189.8761,,,128.0576,143.9407
4041,,,,,,,318.8301,313.2198,,,,280.0485,,361.4693,298.3592,441.4285,,
4042,4831.9004,,,900.9988,2688.3945,,,,,,,,,,,,,18061.3632
4043,,,,,,272.3927,333.5368,456.9574,,201.3048,343.401,367.0547,213.6773,,178.8974,373.5185,150.354,334.5209
4044,222006.7,20120.73,2024.6737,55832.5465,112575.21,,,,,,,,,,,,,239688.4325
4045,,,,,,792.8058,1109.6998,1363.8176,297.6252,210.6762,211.5716,253.2329,,,,751.4891,,447.5802
4046,,,,,,,,,,,,,,,,,,277.773
4048,,,,,,,,184.1073,,,,,,,,,,
4050,,,,,,,,,,,,,,151.4414,,,,
4051,,,,,,,,,,,,,,,,900.4917,,
4052,,,,,,,488.3065,187.507,,,370.6504,,,,276.8241,519.6796,,
4053,,,,,,,,2832.7348,,2437.0165,4473.8942,3699.979,,3322.7783,,,,
5780,,,,,,,,,,,,303.0843,,,,,,
5781,3169.4023,259.9267,,,1378.3536,1082.5904,,1301.0329,,,,,,747.3959,684.0461,745.0289,178.4503,3768.6106
4054,,,,,,,,218.9154,,,,,,147.1382,128.8189,,,
